sample,species_confirmed,Latitude,Longitude,leaf_age,biological_rep,site_revised,date
QL083,grepte,-18.43758,146.13636,mid,1,QLD_Cardwell_S,150809
QL086,grepte,-18.43758,146.13636,new,2,QLD_Cardwell_S,150809
QL090,grepte,-18.43758,146.13636,new,3,QLD_Cardwell_S,150809
QL091,grepte,-18.43758,146.13636,mid,3,QLD_Cardwell_S,150809
QL092,grepte,-18.43758,146.13636,old,3,QLD_Cardwell_S,150809
QL084,grepte,-18.43758,146.13636,old,1,QLD_Cardwell_S,150809
QL088,grepte,-18.43758,146.13636,old,2,QLD_Cardwell_S,150809
QL202,grepte,-18.21239,145.54145,new,2,QLD_Blencoe_Falls,150815
QL205,grepte,-18.21239,145.54145,new,3,QLD_Blencoe_Falls,150815
QL203,grepte,-18.21239,145.54145,mid,2,QLD_Blencoe_Falls,150815
QL206,grepte,-18.21239,145.54145,mid,3,QLD_Blencoe_Falls,150815
QL207,grepte,-18.21239,145.54145,old,3,QLD_Blencoe_Falls,150815
QL204,grepte,-18.21239,145.54145,old,2,QLD_Blencoe_Falls,150815
QL199,grepte,-18.21239,145.54145,new,1,QLD_Blencoe_Falls,150815
QL200,grepte,-18.21239,145.54145,mid,1,QLD_Blencoe_Falls,150815
QL201,grepte,-18.21239,145.54145,old,1,QLD_Blencoe_Falls,150815
KG097,greser,-33.67856,151.14825,old,1,NSW_Kuringai_bottom,140612
KG098,greser,-33.67856,151.14825,mid,1,NSW_Kuringai_bottom,140612
KG099,greser,-33.67856,151.14825,new,1,NSW_Kuringai_bottom,140612
KG096,greser,-33.67856,151.14825,sen,1,NSW_Kuringai_bottom,140612
KG113,greser,-33.67856,151.14825,old,2,NSW_Kuringai_bottom,140613
KG114,greser,-33.67856,151.14825,mid,2,NSW_Kuringai_bottom,140613
KG115,greser,-33.67856,151.14825,new,2,NSW_Kuringai_bottom,140613
KG112,greser,-33.67856,151.14825,sen,2,NSW_Kuringai_bottom,140613
KG125,greser,-33.67856,151.14825,old,3,NSW_Kuringai_bottom,140617
KG126,greser,-33.67856,151.14825,mid,3,NSW_Kuringai_bottom,140617
KG127,greser,-33.67856,151.14825,new,3,NSW_Kuringai_bottom,140617
KG124,greser,-33.67856,151.14825,sen,3,NSW_Kuringai_bottom,140617
KG019,grespe,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140603
KG018,grespe,-33.6933,151.14541,old,1,NSW_Kuringai_top,140603
KG020,grespe,-33.6933,151.14541,new,1,NSW_Kuringai_top,140603
KG017,grespe,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140603
KG059,grespe,-33.6933,151.14541,new,2,NSW_Kuringai_top,140604
KG058,grespe,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140604
KG057,grespe,-33.6933,151.14541,old,2,NSW_Kuringai_top,140604
KG056,grespe,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140604
KG067,grespe,-33.6933,151.14541,new,3,NSW_Kuringai_top,140611
KG066,grespe,-33.6933,151.14541,mid,3,NSW_Kuringai_top,140611
KG065,grespe,-33.6933,151.14541,old,3,NSW_Kuringai_top,140611
KG064,grespe,-33.6933,151.14541,sen,3,NSW_Kuringai_top,140611
RH114,grestr,-31.29606,142.27874,new,3,NSW_Mutawintji,150410
RH116,grestr,-31.29606,142.27874,old,3,NSW_Mutawintji,150410
RH107,grestr,-31.29606,142.27874,mid,1,NSW_Mutawintji,150410
RH112,grestr,-31.29606,142.27874,old,2,NSW_Mutawintji,150410
RH106,grestr,-31.29606,142.27874,new,1,NSW_Mutawintji,150410
RH110,grestr,-31.29606,142.27874,new,2,NSW_Mutawintji,150410
RH108,grestr,-31.29606,142.27874,old,1,NSW_Mutawintji,150410
RH111,grestr,-31.29606,142.27874,mid,2,NSW_Mutawintji,150410
RH115,grestr,-31.29606,142.27874,mid,3,NSW_Mutawintji,150410
RH109,grestr,-31.29606,142.27874,sen,2,NSW_Mutawintji,150410
RH113,grestr,-31.29606,142.27874,sen,3,NSW_Mutawintji,150410
RH105,grestr,-31.29606,142.27874,sen,1,NSW_Mutawintji,150410
QL364,grestr,-18.21837,142.27066,old,2,QLD_Croydon,150822
QL366,grestr,-18.21837,142.27066,new,3,QLD_Croydon,150822
QL360,grestr,-18.21837,142.27066,old,1,QLD_Croydon,150822
QL368,grestr,-18.21837,142.27066,old,3,QLD_Croydon,150822
QL358,grestr,-18.21837,142.27066,new,1,QLD_Croydon,150822
QL359,grestr,-18.21837,142.27066,mid,1,QLD_Croydon,150822
QL363,grestr,-18.21837,142.27066,mid,2,QLD_Croydon,150822
QL362,grestr,-18.21837,142.27066,new,2,QLD_Croydon,150822
QL367,grestr,-18.21837,142.27066,mid,3,QLD_Croydon,150822
QL365,grestr,-18.21837,142.27066,sen,2,QLD_Croydon,150822
QL361,grestr,-18.21837,142.27066,sen,1,QLD_Croydon,150822
QL369,grestr,-18.21837,142.27066,sen,3,QLD_Croydon,150822
QL460,hakarb,-18.71986,138.52217,new,3,QLD_Lawn_Hill,150826
QL462,hakarb,-18.71986,138.52217,old,3,QLD_Lawn_Hill,150826
QL463,hakarb,-18.71986,138.52217,new,2,QLD_Lawn_Hill,150826
QL458,hakarb,-18.71986,138.52217,mid,1,QLD_Lawn_Hill,150826
QL459,hakarb,-18.71986,138.52217,old,1,QLD_Lawn_Hill,150826
QL465,hakarb,-18.71986,138.52217,old,2,QLD_Lawn_Hill,150826
QL461,hakarb,-18.71986,138.52217,mid,3,QLD_Lawn_Hill,150826
QL464,hakarb,-18.71986,138.52217,mid,2,QLD_Lawn_Hill,150826
QL457,hakarb,-18.71986,138.52217,new,1,QLD_Lawn_Hill,150826
QL443,hakarb,-18.71986,138.52217,sen,2,QLD_Lawn_Hill,150826
QL442,hakarb,-18.71986,138.52217,sen,1,QLD_Lawn_Hill,150826
QL444,hakarb,-18.71986,138.52217,sen,3,QLD_Lawn_Hill,150826
QL440,hakcho,-19.04745,138.8575,old,3,QLD_Lawn_Hill,150825
QL436,hakcho,-19.04745,138.8575,old,2,QLD_Lawn_Hill,150825
QL430,hakcho,-19.04745,138.8575,new,1,QLD_Lawn_Hill,150825
QL432,hakcho,-19.04745,138.8575,old,1,QLD_Lawn_Hill,150825
QL434,hakcho,-19.04745,138.8575,new,2,QLD_Lawn_Hill,150825
QL435,hakcho,-19.04745,138.8575,mid,2,QLD_Lawn_Hill,150825
QL431,hakcho,-19.04745,138.8575,mid,1,QLD_Lawn_Hill,150825
QL438,hakcho,-19.04745,138.8575,new,3,QLD_Lawn_Hill,150825
QL439,hakcho,-19.04745,138.8575,mid,3,QLD_Lawn_Hill,150825
QL433,hakcho,-19.04745,138.8575,sen,1,QLD_Lawn_Hill,150825
QL437,hakcho,-19.04745,138.8575,sen,2,QLD_Lawn_Hill,150825
QL441,hakcho,-19.04745,138.8575,sen,3,QLD_Lawn_Hill,150825
YG173,hakdac,-33.045,150.68326,mid,1,NSW_Yengo_S,140619
YG172,hakdac,-33.045,150.68326,old,1,NSW_Yengo_S,140619
YG174,hakdac,-33.045,150.68326,new,1,NSW_Yengo_S,140619
YG171,hakdac,-33.045,150.68326,sen,1,NSW_Yengo_S,140619
YG191,hakdac,-33.045,150.68326,mid,2,NSW_Yengo_S,140620
YG192,hakdac,-33.045,150.68326,new,2,NSW_Yengo_S,140620
YG190,hakdac,-33.045,150.68326,old,2,NSW_Yengo_S,140620
YG193,hakdac,-33.045,150.68326,sen,2,NSW_Yengo_S,140620
YG189,hakdac,-33.045,150.68326,sen,2,NSW_Yengo_S,140620
YG208,hakdac,-33.045,150.68326,new,3,NSW_Yengo_S,140623
YG206,hakdac,-33.045,150.68326,old,3,NSW_Yengo_S,140623
YG207,hakdac,-33.045,150.68326,mid,3,NSW_Yengo_S,140623
YG205,hakdac,-33.045,150.68326,sen,3,NSW_Yengo_S,140623
KG012,haklae,-33.6933,151.14541,new,1,NSW_Kuringai_top,140603
KG011,haklae,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140603
KG010,haklae,-33.6933,151.14541,old,1,NSW_Kuringai_top,140603
KG009,haklae,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140603
KG063,haklae,-33.6933,151.14541,new,2,NSW_Kuringai_top,140604
KG062,haklae,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140604
KG061,haklae,-33.6933,151.14541,old,2,NSW_Kuringai_top,140604
KG060,haklae,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140604
KG075,haklae,-33.6933,151.14541,new,3,NSW_Kuringai_top,140611
KG074,haklae,-33.6933,151.14541,mid,3,NSW_Kuringai_top,140611
KG073,haklae,-33.6933,151.14541,old,3,NSW_Kuringai_top,140611
KG072,haklae,-33.6933,151.14541,sen,3,NSW_Kuringai_top,140611
RH079,hakleu,-30.81876,141.7987,mid,2,NSW_Fowlers_Gap,150409
RH075,hakleu,-30.81876,141.7987,new,1,NSW_Fowlers_Gap,150409
RH078,hakleu,-30.81876,141.7987,new,2,NSW_Fowlers_Gap,150409
RH081,hakleu,-30.81876,141.7987,new,3,NSW_Fowlers_Gap,150409
RH076,hakleu,-30.81876,141.7987,mid,1,NSW_Fowlers_Gap,150409
RH082,hakleu,-30.81876,141.7987,mid,3,NSW_Fowlers_Gap,150409
RH077,hakleu,-30.81876,141.7987,old,1,NSW_Fowlers_Gap,150409
RH083,hakleu,-30.81876,141.7987,old,3,NSW_Fowlers_Gap,150409
RH080,hakleu,-30.81876,141.7987,old,2,NSW_Fowlers_Gap,150409
T002,haklis,-42.91482,147.24619,mid,1,TAS_The_Springs,150302
T009,haklis,-42.91482,147.24619,new,3,TAS_The_Springs,150302
T003,haklis,-42.91482,147.24619,old,1,TAS_The_Springs,150302
T006,haklis,-42.91482,147.24619,mid,2,TAS_The_Springs,150302
T001,haklis,-42.91482,147.24619,new,1,TAS_The_Springs,150302
T007,haklis,-42.91482,147.24619,old,2,TAS_The_Springs,150302
T005,haklis,-42.91482,147.24619,new,2,TAS_The_Springs,150302
T010,haklis,-42.91482,147.24619,mid,3,TAS_The_Springs,150302
T011,haklis,-42.91482,147.24619,old,3,TAS_The_Springs,150302
T004,haklis,-42.91482,147.24619,sen,1,TAS_The_Springs,150302
T012,haklis,-42.91482,147.24619,sen,3,TAS_The_Springs,150302
T008,haklis,-42.91482,147.24619,sen,2,TAS_The_Springs,150302
T312,hakmeg,-42.12251,148.34189,mid,2,TAS_Freycinet,150311
T309,hakmeg,-42.12251,148.34189,old,1,TAS_Freycinet,150311
T315,hakmeg,-42.12251,148.34189,new,3,TAS_Freycinet,150311
T308,hakmeg,-42.12251,148.34189,mid,1,TAS_Freycinet,150311
T316,hakmeg,-42.12251,148.34189,mid,3,TAS_Freycinet,150311
T313,hakmeg,-42.12251,148.34189,old,2,TAS_Freycinet,150311
T307,hakmeg,-42.12251,148.34189,new,1,TAS_Freycinet,150311
T317,hakmeg,-42.12251,148.34189,old,3,TAS_Freycinet,150311
T311,hakmeg,-42.12251,148.34189,new,2,TAS_Freycinet,150311
T318,hakmeg,-42.12251,148.34189,sen,3,TAS_Freycinet,150311
T314,hakmeg,-42.12251,148.34189,sen,2,TAS_Freycinet,150311
T310,hakmeg,-42.12251,148.34189,sen,1,TAS_Freycinet,150311
RH026,haktep,-32.96381,146.16138,mid,2,NSW_Round_Hill,150405
RH028,haktep,-32.96381,146.16138,new,3,NSW_Round_Hill,150405
RH022,haktep,-32.96381,146.16138,new,1,NSW_Round_Hill,150405
RH030,haktep,-32.96381,146.16138,old,3,NSW_Round_Hill,150405
RH025,haktep,-32.96381,146.16138,new,2,NSW_Round_Hill,150405
RH029,haktep,-32.96381,146.16138,mid,3,NSW_Round_Hill,150405
RH027,haktep,-32.96381,146.16138,old,2,NSW_Round_Hill,150405
RH023,haktep,-32.96381,146.16138,mid,1,NSW_Round_Hill,150405
RH024,haktep,-32.96381,146.16138,old,1,NSW_Round_Hill,150405
T111,lompol,-42.88596,147.22224,new,3,TAS_Mt_Wellington,150304
T113,lompol,-42.88596,147.22224,old,3,TAS_Mt_Wellington,150304
T105,lompol,-42.88596,147.22224,old,1,TAS_Mt_Wellington,150304
T107,lompol,-42.88596,147.22224,new,2,TAS_Mt_Wellington,150304
T112,lompol,-42.88596,147.22224,mid,3,TAS_Mt_Wellington,150304
T108,lompol,-42.88596,147.22224,mid,2,TAS_Mt_Wellington,150304
T109,lompol,-42.88596,147.22224,old,2,TAS_Mt_Wellington,150304
T104,lompol,-42.88596,147.22224,mid,1,TAS_Mt_Wellington,150304
T103,lompol,-42.88596,147.22224,new,1,TAS_Mt_Wellington,150304
T106,lompol,-42.88596,147.22224,sen,1,TAS_Mt_Wellington,150304
T110,lompol,-42.88596,147.22224,sen,2,TAS_Mt_Wellington,150304
T114,lompol,-42.88596,147.22224,sen,3,TAS_Mt_Wellington,150304
T360,lomtin,-43.04191,147.95053,mid,3,TAS_Tasman_Peninsula,150312
T357,lomtin,-43.04191,147.95053,mid,2,TAS_Tasman_Peninsula,150312
T356,lomtin,-43.04191,147.95053,new,2,TAS_Tasman_Peninsula,150312
T358,lomtin,-43.04191,147.95053,old,2,TAS_Tasman_Peninsula,150312
T359,lomtin,-43.04191,147.95053,new,3,TAS_Tasman_Peninsula,150312
T354,lomtin,-43.04191,147.95053,old,1,TAS_Tasman_Peninsula,150312
T352,lomtin,-43.04191,147.95053,new,1,TAS_Tasman_Peninsula,150312
T353,lomtin,-43.04191,147.95053,mid,1,TAS_Tasman_Peninsula,150312
T361,lomtin,-43.04191,147.95053,old,3,TAS_Tasman_Peninsula,150312
T355,lomtin,-43.04191,147.95053,sen,1,TAS_Tasman_Peninsula,150312
YG029,melpal,-32.78244,150.92318,new,1,NSW_Yengo_N,140420
YG031,melpal,-32.78244,150.92318,old,1,NSW_Yengo_N,140420
YG030,melpal,-32.78244,150.92318,mid,1,NSW_Yengo_N,140420
YG028,melpal,-32.78244,150.92318,sen,1,NSW_Yengo_N,140420
QL016,opihet,-17.37886,145.76225,new,2,QLD_Bartlefrere,150805
QL013,opihet,-17.37886,145.76225,new,1,QLD_Bartlefrere,150805
QL014,opihet,-17.37886,145.76225,mid,1,QLD_Bartlefrere,150805
QL017,opihet,-17.37886,145.76225,mid,2,QLD_Bartlefrere,150805
QL020,opihet,-17.37886,145.76225,mid,3,QLD_Bartlefrere,150805
QL018,opihet,-17.37886,145.76225,old,2,QLD_Bartlefrere,150805
QL021,opihet,-17.37886,145.76225,old,3,QLD_Bartlefrere,150805
QL015,opihet,-17.37886,145.76225,old,1,QLD_Bartlefrere,150805
QL019,opihet,-17.37886,145.76225,new,3,QLD_Bartlefrere,150805
T025,oriaci,-42.89581,147.23627,new,1,TAS_Mt_Wellington,150302
T030,oriaci,-42.89581,147.23627,mid,2,TAS_Mt_Wellington,150302
T026,oriaci,-42.89581,147.23627,mid,1,TAS_Mt_Wellington,150302
T034,oriaci,-42.89581,147.23627,mid,3,TAS_Mt_Wellington,150302
T033,oriaci,-42.89581,147.23627,new,3,TAS_Mt_Wellington,150302
T027,oriaci,-42.89581,147.23627,old,1,TAS_Mt_Wellington,150302
T035,oriaci,-42.89581,147.23627,old,3,TAS_Mt_Wellington,150302
T029,oriaci,-42.89581,147.23627,new,2,TAS_Mt_Wellington,150302
T031,oriaci,-42.89581,147.23627,old,2,TAS_Mt_Wellington,150302
T036,oriaci,-42.89581,147.23627,sen,3,TAS_Mt_Wellington,150302
T032,oriaci,-42.89581,147.23627,sen,2,TAS_Mt_Wellington,150302
T028,oriaci,-42.89581,147.23627,sen,1,TAS_Mt_Wellington,150302
T121,oridiv,-42.88596,147.22224,old,2,TAS_Mt_Wellington,150304
T123,oridiv,-42.88596,147.22224,new,3,TAS_Mt_Wellington,150304
T117,oridiv,-42.88596,147.22224,old,1,TAS_Mt_Wellington,150304
T115,oridiv,-42.88596,147.22224,new,1,TAS_Mt_Wellington,150304
T125,oridiv,-42.88596,147.22224,old,3,TAS_Mt_Wellington,150304
T116,oridiv,-42.88596,147.22224,mid,1,TAS_Mt_Wellington,150304
T119,oridiv,-42.88596,147.22224,new,2,TAS_Mt_Wellington,150304
T124,oridiv,-42.88596,147.22224,mid,3,TAS_Mt_Wellington,150304
T120,oridiv,-42.88596,147.22224,mid,2,TAS_Mt_Wellington,150304
T126,oridiv,-42.88596,147.22224,sen,3,TAS_Mt_Wellington,150304
T118,oridiv,-42.88596,147.22224,sen,1,TAS_Mt_Wellington,150304
T122,oridiv,-42.88596,147.22224,sen,2,TAS_Mt_Wellington,150304
T039,orirev,-42.89581,147.23627,old,1,TAS_Mt_Wellington,150302
T043,orirev,-42.89581,147.23627,old,2,TAS_Mt_Wellington,150302
T042,orirev,-42.89581,147.23627,mid,2,TAS_Mt_Wellington,150302
T047,orirev,-42.89581,147.23627,old,3,TAS_Mt_Wellington,150302
T038,orirev,-42.89581,147.23627,mid,1,TAS_Mt_Wellington,150302
T037,orirev,-42.89581,147.23627,new,1,TAS_Mt_Wellington,150302
T041,orirev,-42.89581,147.23627,new,2,TAS_Mt_Wellington,150302
T046,orirev,-42.89581,147.23627,mid,3,TAS_Mt_Wellington,150302
T045,orirev,-42.89581,147.23627,new,3,TAS_Mt_Wellington,150302
T040,orirev,-42.89581,147.23627,sen,1,TAS_Mt_Wellington,150302
T044,orirev,-42.89581,147.23627,sen,2,TAS_Mt_Wellington,150302
T048,orirev,-42.89581,147.23627,sen,3,TAS_Mt_Wellington,150302
QL248,perfal,-18.21169,145.52417,new,2,QLD_Blencoe_Falls,150816
QL250,perfal,-18.21169,145.52417,old,2,QLD_Blencoe_Falls,150816
QL245,perfal,-18.21169,145.52417,mid,1,QLD_Blencoe_Falls,150816
QL249,perfal,-18.21169,145.52417,mid,2,QLD_Blencoe_Falls,150816
QL252,perfal,-18.21169,145.52417,new,3,QLD_Blencoe_Falls,150816
QL246,perfal,-18.21169,145.52417,old,1,QLD_Blencoe_Falls,150816
QL244,perfal,-18.21169,145.52417,new,1,QLD_Blencoe_Falls,150816
QL254,perfal,-18.21169,145.52417,old,3,QLD_Blencoe_Falls,150816
QL253,perfal,-18.21169,145.52417,mid,3,QLD_Blencoe_Falls,150816
QL247,perfal,-18.21169,145.52417,sen,1,QLD_Blencoe_Falls,150816
QL255,perfal,-18.21169,145.52417,sen,3,QLD_Blencoe_Falls,150816
QL251,perfal,-18.21169,145.52417,sen,2,QLD_Blencoe_Falls,150816
T206,perjun,-42.38635,147.05113,mid,1,TAS_Bothwell,150308
T205,perjun,-42.38635,147.05113,new,1,TAS_Bothwell,150308
T207,perjun,-42.38635,147.05113,old,1,TAS_Bothwell,150308
T208,perjun,-42.38635,147.05113,sen,1,TAS_Bothwell,150308
T215,perjun,-42.38635,147.05113,old,3,TAS_Bothwell,150309
T210,perjun,-42.38635,147.05113,mid,2,TAS_Bothwell,150309
T209,perjun,-42.38635,147.05113,new,2,TAS_Bothwell,150309
T214,perjun,-42.38635,147.05113,mid,3,TAS_Bothwell,150309
T211,perjun,-42.38635,147.05113,old,2,TAS_Bothwell,150309
T213,perjun,-42.38635,147.05113,new,3,TAS_Bothwell,150309
T212,perjun,-42.38635,147.05113,sen,2,TAS_Bothwell,150309
YG176,perlan,-33.045,150.68326,mid,1,NSW_Yengo_S,140619
YG175,perlan,-33.045,150.68326,old,1,NSW_Yengo_S,140619
YG177,perlan,-33.045,150.68326,new,1,NSW_Yengo_S,140619
YG184,perlan,-33.045,150.68326,new,2,NSW_Yengo_S,140620
YG183,perlan,-33.045,150.68326,mid,2,NSW_Yengo_S,140620
YG182,perlan,-33.045,150.68326,old,2,NSW_Yengo_S,140620
YG200,perlan,-33.045,150.68326,new,3,NSW_Yengo_S,140623
YG199,perlan,-33.045,150.68326,mid,3,NSW_Yengo_S,140623
YG209,perlan,-33.045,150.68326,old,3,NSW_Yengo_S,140623
KG026,perlev,-33.6933,151.14541,old,1,NSW_Kuringai_top,140603
KG027,perlev,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140603
KG028,perlev,-33.6933,151.14541,new,1,NSW_Kuringai_top,140603
KG025,perlev,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140603
KG054,perlev,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140604
KG055,perlev,-33.6933,151.14541,new,2,NSW_Kuringai_top,140604
KG053,perlev,-33.6933,151.14541,old,2,NSW_Kuringai_top,140604
KG052,perlev,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140604
KG087,perlev,-33.6933,151.14541,new,3,NSW_Kuringai_top,140611
KG085,perlev,-33.6933,151.14541,old,3,NSW_Kuringai_top,140611
KG086,perlev,-33.6933,151.14541,mid,3,NSW_Kuringai_top,140611
KG084,perlev,-33.6933,151.14541,sen,3,NSW_Kuringai_top,140611
YG005,perlin,-32.78244,150.92318,sen,1,NSW_Yengo_N,140419
YG008,perlin,-32.78244,150.92318,old,1,NSW_Yengo_N,140419
YG007,perlin,-32.78244,150.92318,mid,1,NSW_Yengo_N,140419
YG006,perlin,-32.78244,150.92318,new,1,NSW_Yengo_N,140419
YG068,perlin,-32.78244,150.92318,new,2,NSW_Yengo_N,140524
YG066,perlin,-32.78244,150.92318,old,2,NSW_Yengo_N,140524
YG067,perlin,-32.78244,150.92318,mid,2,NSW_Yengo_N,140524
YG065,perlin,-32.78244,150.92318,sen,2,NSW_Yengo_N,140524
YG111,perlin,-32.78244,150.92318,old,3,NSW_Yengo_N,140607
YG113,perlin,-32.78244,150.92318,new,3,NSW_Yengo_N,140607
YG112,perlin,-32.78244,150.92318,mid,3,NSW_Yengo_N,140607
YG110,perlin,-32.78244,150.92318,sen,3,NSW_Yengo_N,140607
YG014,podili,-32.78244,150.92318,mid,1,NSW_Yengo_N,140419
YG012,podili,-32.78244,150.92318,sen,1,NSW_Yengo_N,140419
YG015,podili,-32.78244,150.92318,old,1,NSW_Yengo_N,140419
YG013,podili,-32.78244,150.92318,new,1,NSW_Yengo_N,140419
T095,teltru,-42.88515,147.22187,new,2,TAS_Mt_Wellington,150303
T091,teltru,-42.88515,147.22187,new,1,TAS_Mt_Wellington,150303
T097,teltru,-42.88515,147.22187,old,2,TAS_Mt_Wellington,150303
T092,teltru,-42.88515,147.22187,mid,1,TAS_Mt_Wellington,150303
T096,teltru,-42.88515,147.22187,mid,2,TAS_Mt_Wellington,150303
T093,teltru,-42.88515,147.22187,old,1,TAS_Mt_Wellington,150303
T100,teltru,-42.88596,147.22224,mid,3,TAS_Mt_Wellington,150303
T099,teltru,-42.88596,147.22224,new,3,TAS_Mt_Wellington,150303
T101,teltru,-42.88596,147.22224,old,3,TAS_Mt_Wellington,150303
T094,teltru,-42.88515,147.22187,sen,1,TAS_Mt_Wellington,150303
T102,teltru,-42.88596,147.22224,sen,3,TAS_Mt_Wellington,150303
T098,teltru,-42.88515,147.22187,sen,2,TAS_Mt_Wellington,150303
T178,teltru,-42.8358,146.37903,mid,3,TAS_Frodshams_Pass,150307
T179,teltru,-42.8358,146.37903,old,3,TAS_Frodshams_Pass,150307
T177,teltru,-42.8358,146.37903,new,3,TAS_Frodshams_Pass,150307
T171,teltru,-42.8358,146.37903,old,1,TAS_Frodshams_Pass,150307
T169,teltru,-42.8358,146.37903,new,1,TAS_Frodshams_Pass,150307
T175,teltru,-42.8358,146.37903,old,2,TAS_Frodshams_Pass,150307
T173,teltru,-42.8358,146.37903,new,2,TAS_Frodshams_Pass,150307
T174,teltru,-42.8358,146.37903,mid,2,TAS_Frodshams_Pass,150307
T170,teltru,-42.8358,146.37903,mid,1,TAS_Frodshams_Pass,150307
T172,teltru,-42.8358,146.37903,sen,1,TAS_Frodshams_Pass,150307
T176,teltru,-42.8358,146.37903,sen,2,TAS_Frodshams_Pass,150307
T180,teltru,-42.8358,146.37903,sen,3,TAS_Frodshams_Pass,150307
KG093,xylpyr,-33.67856,151.14825,old,1,NSW_Kuringai_bottom,140612
KG095,xylpyr,-33.67856,151.14825,new,1,NSW_Kuringai_bottom,140612
KG094,xylpyr,-33.67856,151.14825,mid,1,NSW_Kuringai_bottom,140612
KG092,xylpyr,-33.67856,151.14825,sen,1,NSW_Kuringai_bottom,140612
KG110,xylpyr,-33.67856,151.14825,mid,2,NSW_Kuringai_bottom,140613
KG111,xylpyr,-33.67856,151.14825,new,2,NSW_Kuringai_bottom,140613
KG109,xylpyr,-33.67856,151.14825,old,2,NSW_Kuringai_bottom,140613
KG108,xylpyr,-33.67856,151.14825,sen,2,NSW_Kuringai_bottom,140613
KG131,xylpyr,-33.67856,151.14825,new,3,NSW_Kuringai_bottom,140617
KG130,xylpyr,-33.67856,151.14825,mid,3,NSW_Kuringai_bottom,140617
KG129,xylpyr,-33.67856,151.14825,old,3,NSW_Kuringai_bottom,140617
KG128,xylpyr,-33.67856,151.14825,sen,3,NSW_Kuringai_bottom,140617
QL283,xylsco,-18.29731,145.48898,new,2,QLD_Princess_Hill,150819
QL287,xylsco,-18.29731,145.48898,mid,3,QLD_Princess_Hill,150819
QL280,xylsco,-18.29731,145.48898,new,1,QLD_Princess_Hill,150819
QL284,xylsco,-18.29731,145.48898,mid,2,QLD_Princess_Hill,150819
QL288,xylsco,-18.29731,145.48898,old,3,QLD_Princess_Hill,150819
QL286,xylsco,-18.29731,145.48898,new,3,QLD_Princess_Hill,150819
QL282,xylsco,-18.29731,145.48898,old,1,QLD_Princess_Hill,150819
QL281,xylsco,-18.29731,145.48898,mid,1,QLD_Princess_Hill,150819
QL285,xylsco,-18.29731,145.48898,old,2,QLD_Princess_Hill,150819
